CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
16034,MRS.,PAMELA,SURI,12/11/1962,M,F,Pamela3@Adventure-Works.Com,10000,1,Graduate Degree,Manual,Y
16035,MR.,SEBASTIAN,MORGAN,6/18/1962,M,M,Sebastian13@Adventure-Works.Com,20000,1,Graduate Degree,Manual,Y
16036,MRS.,MARIA,LONG,12/3/1961,M,F,Maria32@Adventure-Works.Com,10000,1,Bachelors,Manual,Y
16037,MRS.,MELISSA,KELLY,5/8/1961,M,F,Melissa25@Adventure-Works.Com,10000,1,Bachelors,Manual,Y
16039,MR.,STEVE,YANG,5/6/1961,M,M,Steve9@Adventure-Works.Com,10000,1,Bachelors,Manual,Y
16040,MR.,CASEY,GILL,10/7/1962,M,M,Casey37@Adventure-Works.Com,20000,1,Graduate Degree,Clerical,Y
16041,MR.,PEDRO,RAMAN,5/8/1961,S,M,Pedro12@Adventure-Works.Com,20000,1,Graduate Degree,Clerical,Y
16042,MR.,IAN,HALL,7/21/1936,S,M,Ian22@Adventure-Works.Com,20000,1,Graduate Degree,Clerical,Y
16043,MR.,MATHEW,ROMERO,3/13/1958,S,M,Mathew5@Adventure-Works.Com,10000,1,Bachelors,Manual,Y
16044,MRS.,CONNIE,RAI,9/9/1958,M,F,Connie4@Adventure-Works.Com,10000,1,Bachelors,Manual,Y
16045,MRS.,EVELYN,SARA,7/4/1958,M,F,Evelyn11@Adventure-Works.Com,20000,1,Graduate Degree,Clerical,Y
16046,MRS.,ROBYN,GOMEZ,8/20/1958,S,F,Robyn0@Adventure-Works.Com,20000,1,Graduate Degree,Clerical,Y
16047,MRS.,TAYLOR,JOHNSON,7/9/1957,M,F,Taylor48@Adventure-Works.Com,10000,1,Partial College,Manual,Y
16048,MRS.,KELLI,YANG,5/11/1957,S,F,Kelli5@Adventure-Works.Com,10000,1,Partial College,Manual,Y
16049,MRS.,ASHLEE,NARA,5/12/1957,M,F,Ashlee1@Adventure-Works.Com,10000,1,Partial College,Manual,Y
16050,MR.,REGINALD,MORENO,3/11/1957,M,M,Reginald13@Adventure-Works.Com,10000,1,Partial College,Manual,Y
16051,MR.,LEONARD,XU,9/18/1956,M,M,Leonard6@Adventure-Works.Com,20000,1,Bachelors,Clerical,Y
16052,MR.,DANNY,GUTIERREZ,11/6/1956,M,M,Danny12@Adventure-Works.Com,20000,1,Bachelors,Clerical,Y
16053,MR.,FREDERICK,PEREZ,6/18/1956,M,M,Frederick18@Adventure-Works.Com,20000,1,Bachelors,Clerical,Y
16054,MR.,HECTOR,ORTEGA,6/19/1956,S,M,Hector19@Adventure-Works.Com,20000,1,Bachelors,Clerical,Y
16055,MR.,RYAN,LEE,12/19/1955,M,M,Ryan58@Adventure-Works.Com,10000,2,Partial College,Manual,Y
16056,MRS.,ALISON,SHAN,9/21/1955,M,F,Alison10@Adventure-Works.Com,10000,2,Partial College,Manual,Y
16057,MRS.,MICHELE,GOMEZ,12/14/1955,M,F,Michele36@Adventure-Works.Com,10000,2,Partial College,Manual,Y
16058,MRS.,MARGARET,ZHANG,6/4/1954,M,F,Margaret7@Adventure-Works.Com,10000,2,Partial College,Manual,Y
16059,MR.,JÉSUS,CARLSON,10/11/1938,M,M,Jésus17@Adventure-Works.Com,20000,1,Bachelors,Clerical,Y
16060,MR.,ANTONIO,GRIFFIN,10/27/1970,M,M,Antonio21@Adventure-Works.Com,50000,1,Bachelors,Skilled Manual,Y
16061,MR.,MIGUEL,BUTLER,7/6/1970,M,M,Miguel60@Adventure-Works.Com,50000,1,Bachelors,Skilled Manual,Y
16062,MRS.,KATHERINE,JOHNSON,6/9/1970,M,F,Katherine72@Adventure-Works.Com,50000,1,Bachelors,Skilled Manual,Y
16063,MR.,FRANCISCO,KAPOOR,7/16/1970,M,M,Francisco2@Adventure-Works.Com,50000,1,Bachelors,Skilled Manual,Y
16064,MRS.,ISABELLA,GRIFFIN,3/1/1969,M,F,Isabella31@Adventure-Works.Com,50000,1,Bachelors,Skilled Manual,Y
16065,MRS.,MAKAYLA,TORRES,7/21/1969,S,F,Makayla4@Adventure-Works.Com,50000,2,Bachelors,Skilled Manual,Y
16066,MR.,ALEX,RAMIREZ,7/23/1969,M,M,Alex10@Adventure-Works.Com,50000,2,Bachelors,Skilled Manual,Y
16067,MRS.,MARIA,BUTLER,4/20/1969,S,F,Maria36@Adventure-Works.Com,50000,2,Bachelors,Skilled Manual,N
16068,MR.,JERRY,SHEN,3/3/1969,S,M,Jerry2@Adventure-Works.Com,50000,2,Bachelors,Skilled Manual,N
16070,MRS.,SIERRA,PHILLIPS,12/22/1969,S,F,Sierra5@Adventure-Works.Com,60000,1,Graduate Degree,Professional,Y
16071,MRS.,TAYLOR,RODRIGUEZ,1/10/1971,M,F,Taylor66@Adventure-Works.Com,60000,1,Graduate Degree,Professional,Y
16072,MR.,CALEB,EVANS,10/12/1971,M,M,Caleb29@Adventure-Works.Com,60000,1,Graduate Degree,Professional,Y
16073,MRS.,MIRANDA,BRYANT,12/12/1971,S,F,Miranda18@Adventure-Works.Com,60000,1,Graduate Degree,Professional,Y
16074,MR.,CALEB,ROBERTS,11/12/1971,M,M,Caleb33@Adventure-Works.Com,60000,1,Graduate Degree,Professional,Y
16075,MRS.,ALEXIS,JOHNSON,7/26/1971,S,F,Alexis1@Adventure-Works.Com,60000,1,Graduate Degree,Professional,Y
16076,MRS.,CATHERINE,ROGERS,6/16/1971,M,F,Catherine17@Adventure-Works.Com,60000,1,Graduate Degree,Professional,Y
16077,MRS.,STEPHANIE,ROGERS,6/1/1971,M,F,Stephanie6@Adventure-Works.Com,70000,2,Graduate Degree,Professional,Y
16078,MRS.,NICOLE,JAMES,9/6/1971,M,F,Nicole43@Adventure-Works.Com,70000,3,Graduate Degree,Professional,Y
16079,MRS.,NATALIE,CARTER,9/7/1971,M,F,Natalie53@Adventure-Works.Com,80000,1,Graduate Degree,Professional,Y
16080,MR.,OSCAR,PATTERSON,8/1/1968,S,M,Oscar18@Adventure-Works.Com,40000,4,High School,Skilled Manual,Y
16081,MR.,ARTURO,CAI,3/21/1968,M,M,Arturo23@Adventure-Works.Com,70000,2,Bachelors,Skilled Manual,Y
16082,MRS.,AUTUMN,ZENG,5/22/1968,S,F,Autumn21@Adventure-Works.Com,70000,2,Bachelors,Skilled Manual,N
16083,MRS.,MINDY,RAJE,7/3/1967,M,F,Mindy18@Adventure-Works.Com,40000,5,High School,Skilled Manual,Y
16084,MS.,ALLISON,WRIGHT,11/17/1967,S,F,Allison43@Adventure-Works.Com,40000,,Bachelors,Professional,N
16085,MR.,TREVOR,GONZALES,1/10/1970,M,M,Trevor17@Adventure-Works.Com,60000,1,Graduate Degree,Professional,Y
16086,MR.,CHARLES,WATSON,5/11/1970,M,M,Charles47@Adventure-Works.Com,70000,4,Graduate Degree,Professional,Y
16087,MR.,MICAH,CHEN,6/13/1970,S,M,Micah12@Adventure-Works.Com,70000,4,Graduate Degree,Professional,Y
16088,MR.,BRYCE,SANDERS,7/10/1967,S,M,Bryce3@Adventure-Works.Com,40000,,Bachelors,Professional,N
16089,MR.,LUCAS,BROOKS,8/3/1967,M,M,Lucas72@Adventure-Works.Com,50000,2,Bachelors,Skilled Manual,Y
16090,MRS.,EMMA,WHITE,7/4/1967,S,F,Emma12@Adventure-Works.Com,50000,2,Bachelors,Skilled Manual,Y
16091,MRS.,ALYSSA,LEWIS,4/25/1967,S,F,Alyssa21@Adventure-Works.Com,50000,2,Bachelors,Skilled Manual,N
16092,MS.,JESSICA,BRYANT,1/2/1966,M,F,Jessica42@Adventure-Works.Com,60000,,Graduate Degree,Professional,Y
16093,MS.,KAITLYN,MORRIS,3/2/1966,S,F,Kaitlyn48@Adventure-Works.Com,60000,,Graduate Degree,Professional,Y
16094,MS.,KAYLA,BROWN,11/12/1966,S,F,Kayla4@Adventure-Works.Com,60000,,Graduate Degree,Professional,Y
16095,MR.,MARCUS,GARCIA,2/11/1966,M,M,Marcus17@Adventure-Works.Com,70000,4,Graduate Degree,Professional,Y
16096,MR.,KENNETH,SHE,1/25/1969,M,M,Kenneth1@Adventure-Works.Com,60000,2,Graduate Degree,Professional,Y
16097,MRS.,JESSICA,STEWART,11/5/1969,S,F,Jessica0@Adventure-Works.Com,60000,2,Graduate Degree,Professional,Y
16098,MRS.,JASMINE,DIAZ,9/6/1969,M,F,Jasmine61@Adventure-Works.Com,70000,5,Graduate Degree,Professional,Y
16099,MR.,JULIAN,JENKINS,8/9/1969,M,M,Julian8@Adventure-Works.Com,70000,5,Graduate Degree,Professional,Y
16100,MR.,JOSE,JOHNSON,4/3/1969,S,M,Jose57@Adventure-Works.Com,70000,5,Graduate Degree,Professional,Y
16101,MRS.,MARY,LOPEZ,9/19/1969,M,F,Mary34@Adventure-Works.Com,80000,2,Graduate Degree,Professional,Y
16102,MR.,MARCUS,ALEXANDER,8/14/1965,S,M,Marcus68@Adventure-Works.Com,40000,,Bachelors,Professional,N
16103,MRS.,HALEY,HILL,10/11/1965,S,F,Haley56@Adventure-Works.Com,80000,3,Bachelors,Skilled Manual,Y
16104,MRS.,JORDAN,HERNANDEZ,11/4/1965,S,F,Jordan47@Adventure-Works.Com,80000,3,Bachelors,Skilled Manual,Y
16105,MRS.,KRISTY,DIAZ,2/4/1965,S,F,Kristy3@Adventure-Works.Com,80000,3,Bachelors,Skilled Manual,Y
16106,MR.,IAN,BARNES,3/21/1965,M,M,Ian43@Adventure-Works.Com,60000,,Graduate Degree,Professional,Y
16107,MRS.,JORDAN,EDWARDS,4/20/1964,S,F,Jordan30@Adventure-Works.Com,50000,4,Bachelors,Skilled Manual,Y
16108,MR.,BRYCE,HOWARD,6/24/1964,S,M,Bryce10@Adventure-Works.Com,60000,4,Bachelors,Skilled Manual,N
16109,MR.,ADAM,TURNER,7/5/1964,S,M,Adam35@Adventure-Works.Com,60000,4,Bachelors,Skilled Manual,Y
16110,MR.,BRANDON,LONG,7/1/1964,M,M,Brandon7@Adventure-Works.Com,60000,4,Bachelors,Skilled Manual,Y
16111,MRS.,ALLISON,GREEN,8/9/1963,S,F,Allison37@Adventure-Works.Com,70000,4,Bachelors,Skilled Manual,Y
16112,MR.,FRANK,MUNOZ,3/5/1963,S,M,Frank15@Adventure-Works.Com,70000,4,Bachelors,Professional,Y
16113,MR.,ROGER,LAL,2/13/1963,S,M,Roger36@Adventure-Works.Com,70000,4,Bachelors,Professional,N
16114,MR.,GAVIN,ROSS,3/14/1963,M,M,Gavin3@Adventure-Works.Com,70000,4,Bachelors,Professional,Y
16115,MS.,JENNIFER,DIAZ,6/13/1968,S,F,Jennifer95@Adventure-Works.Com,70000,,Bachelors,Professional,N
16116,MR.,BEGOÑA,HURTADO,6/6/1968,S,M,Begoña0@Adventure-Works.Com,70000,,Bachelors,Professional,Y
16117,MR.,BRAD,LAL,11/2/1962,M,M,Brad8@Adventure-Works.Com,40000,4,High School,Skilled Manual,Y
16118,MR.,JAMES,WRIGHT,9/3/1962,M,M,James70@Adventure-Works.Com,70000,1,Bachelors,Professional,N
16119,MRS.,HAILEY,WATSON,9/12/1961,M,F,Hailey18@Adventure-Works.Com,40000,4,High School,Skilled Manual,Y
16120,MR.,BRYCE,RAMIREZ,4/14/1961,M,M,Bryce6@Adventure-Works.Com,40000,4,High School,Skilled Manual,Y
16121,MRS.,KAITLYN,ROSS,5/4/1961,M,F,Kaitlyn71@Adventure-Works.Com,40000,4,High School,Skilled Manual,N
16122,MR.,JASON,PHILLIPS,12/16/1961,M,M,Jason35@Adventure-Works.Com,40000,4,High School,Skilled Manual,Y
16123,MRS.,NATALIE,PATTERSON,7/8/1961,M,F,Natalie33@Adventure-Works.Com,40000,4,High School,Skilled Manual,Y
16124,MR.,EDUARDO,MURPHY,11/3/1961,M,M,Eduardo82@Adventure-Works.Com,40000,4,High School,Skilled Manual,Y
16125,MRS.,VICTORIA,WATSON,3/6/1961,M,F,Victoria45@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
16126,MRS.,FAITH,KELLY,7/17/1961,M,F,Faith24@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
16127,MRS.,AMANDA,EDWARDS,3/17/1961,M,F,Amanda45@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
16128,MRS.,DESTINY,WARD,6/24/1961,M,F,Destiny38@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
16129,MRS.,JORDYN,RUSSELL,10/11/1960,S,F,Jordyn18@Adventure-Works.Com,40000,4,High School,Skilled Manual,Y
16130,MS.,MIKE,SEAMANS,12/24/1960,S,F,Mike5@Adventure-Works.Com,40000,,Bachelors,Professional,N
16131,MR.,ALBERT,ROMERO,5/14/1960,S,M,Albert11@Adventure-Works.Com,40000,,Bachelors,Professional,N
16132,MRS.,SIERRA,NELSON,12/3/1960,M,F,Sierra9@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
16133,MR.,DYLAN,SIMMONS,8/13/1967,S,M,Dylan14@Adventure-Works.Com,50000,,Partial College,Skilled Manual,N
16134,MR.,ROY,HERNANDEZ,6/6/1967,S,M,Roy24@Adventure-Works.Com,50000,,Partial College,Skilled Manual,N
16135,MS.,CHELSEA,RAMAN,7/1/1967,S,F,Chelsea13@Adventure-Works.Com,50000,,Partial College,Skilled Manual,N
16136,MR.,GEORGE,SRINI,6/4/1967,S,M,George14@Adventure-Works.Com,50000,,Partial College,Skilled Manual,N
16137,MR.,TIMOTHY,KING,3/15/1967,S,M,Timothy45@Adventure-Works.Com,50000,,Partial College,Skilled Manual,Y
16138,MR.,DAVID,BUTLER,2/9/1967,S,M,David47@Adventure-Works.Com,60000,,Graduate Degree,Professional,N
16139,MRS.,JACQUELINE,ALEXANDER,8/25/1960,M,F,Jacqueline19@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
16140,MR.,SETH,HARRIS,4/4/1960,M,M,Seth14@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
16141,MRS.,SHELBY,RAMIREZ,11/1/1960,M,F,Shelby7@Adventure-Works.Com,60000,1,Partial College,Skilled Manual,Y
16142,MRS.,SOPHIA,KING,1/11/1959,S,F,Sophia17@Adventure-Works.Com,60000,4,Bachelors,Professional,Y
16143,MRS.,SARA,EVANS,3/19/1959,M,F,Sara25@Adventure-Works.Com,60000,4,Bachelors,Professional,Y
16144,MR.,PATRICK,KELLY,12/4/1959,M,M,Patrick8@Adventure-Works.Com,70000,1,Graduate Degree,Professional,Y
16145,MRS.,SYDNEY,ANDERSON,10/25/1959,S,F,Sydney73@Adventure-Works.Com,70000,5,Graduate Degree,Professional,Y
16146,MRS.,JACQUELYN,SAUNDERS,2/21/1959,M,F,Jacquelyn21@Adventure-Works.Com,80000,1,Graduate Degree,Professional,Y
16147,MR.,NATHAN,GRIFFIN,11/24/1958,M,M,Nathan17@Adventure-Works.Com,80000,1,Partial College,Skilled Manual,Y
16148,MRS.,KAREN,WALKER,3/26/1958,M,F,Karen9@Adventure-Works.Com,80000,1,Partial College,Skilled Manual,Y
16149,MR.,DALTON,PERRY,3/1/1958,S,M,Dalton53@Adventure-Works.Com,60000,3,Bachelors,Professional,Y
16150,MRS.,NICOLE,THOMPSON,2/13/1958,M,F,Nicole16@Adventure-Works.Com,60000,1,Bachelors,Professional,Y
16151,MRS.,CHLOE,SANCHEZ,1/3/1958,M,F,Chloe46@Adventure-Works.Com,60000,1,Bachelors,Professional,Y
16152,MRS.,KATHERINE,EVANS,11/16/1958,M,F,Katherine49@Adventure-Works.Com,70000,5,Graduate Degree,Professional,Y
16153,MR.,ERIC,JAI,4/11/1958,M,M,Eric40@Adventure-Works.Com,70000,5,Graduate Degree,Professional,Y
16154,MRS.,JENNIFER,SCOTT,12/6/1958,M,F,Jennifer16@Adventure-Works.Com,70000,5,Bachelors,Professional,Y
16155,MRS.,JOAN,JENKINS,4/10/1969,M,F,Joan6@Adventure-Works.Com,80000,4,Graduate Degree,Management,Y
16156,MR.,JAVIER,HERNANDEZ,9/11/1969,M,M,Javier0@Adventure-Works.Com,90000,1,Graduate Degree,Management,Y
16157,MRS.,CINDY,RAMAN,4/27/1969,M,F,Cindy12@Adventure-Works.Com,90000,1,Graduate Degree,Management,N
16159,MRS.,MINDY,GOLDBERG,6/21/1969,M,F,Mindy24@Adventure-Works.Com,100000,1,Graduate Degree,Management,Y
16160,MRS.,ERIKA,HERNANDEZ,6/20/1968,M,F,Erika3@Adventure-Works.Com,60000,2,Bachelors,Professional,Y
16161,MRS.,JODI,DENG,8/24/1968,M,F,Jodi1@Adventure-Works.Com,60000,2,Bachelors,Professional,Y
16162,MRS.,MACKENZIE,MORGAN,9/26/1968,S,F,Mackenzie21@Adventure-Works.Com,70000,5,Bachelors,Professional,Y
16163,MR.,WILLIE,CHANDE,12/15/1967,S,M,Willie34@Adventure-Works.Com,60000,2,Bachelors,Professional,Y
16164,MRS.,AMY,LIANG,2/2/1967,S,F,Amy23@Adventure-Works.Com,60000,2,Bachelors,Professional,Y
16165,MRS.,JENNY,LIU,2/3/1967,M,F,Jenny6@Adventure-Works.Com,70000,5,Bachelors,Professional,Y
16166,MRS.,APRIL,GOEL,8/10/1967,M,F,April15@Adventure-Works.Com,70000,5,Bachelors,Professional,Y
16167,MR.,DEVIN,MOORE,1/6/1967,M,M,Devin6@Adventure-Works.Com,70000,5,Bachelors,Professional,Y
16168,MRS.,KATHRYN,ASHE,9/8/1967,M,F,Kathryn20@Adventure-Works.Com,70000,5,Bachelors,Professional,Y
16169,MR.,DENNIS,LIN,3/17/1967,S,M,Dennis9@Adventure-Works.Com,70000,5,Bachelors,Professional,Y
16170,MR.,JUAN,RUBIO,9/8/1966,S,M,Juan8@Adventure-Works.Com,80000,5,Graduate Degree,Management,Y
16171,MR.,BRUCE,RUIZ,4/6/1966,M,M,Bruce24@Adventure-Works.Com,80000,5,Graduate Degree,Management,Y
16172,MRS.,JANELLE,PEREZ,10/11/1966,S,F,Janelle18@Adventure-Works.Com,80000,5,Bachelors,Professional,Y
16173,MR.,CORY,RANA,1/6/1965,M,M,Cory9@Adventure-Works.Com,60000,2,Bachelors,Professional,Y
16174,MRS.,MELINDA,HERNANDEZ,3/24/1965,S,F,Melinda0@Adventure-Works.Com,60000,3,Bachelors,Professional,N
16175,MR.,TONY,SHAN,9/5/1965,S,M,Tony13@Adventure-Works.Com,60000,3,Bachelors,Professional,N
16176,MS.,MICHELE,TORRES,8/19/1968,S,F,Michele45@Adventure-Works.Com,70000,,Bachelors,Professional,Y
16177,MS.,BETHANY,NATH,9/10/1968,S,F,Bethany22@Adventure-Works.Com,70000,,Bachelors,Professional,N
16178,MR.,ALFREDO,CARLSON,11/16/1968,M,M,Alfredo19@Adventure-Works.Com,80000,5,Bachelors,Professional,Y
16179,MRS.,JAMIE,ZHAO,8/22/1968,S,F,Jamie13@Adventure-Works.Com,80000,5,Bachelors,Professional,Y
16180,MR.,KYLE,PEREZ,8/22/1965,S,M,Kyle33@Adventure-Works.Com,70000,,Bachelors,Professional,N
16181,MS.,DAISY,RUBIO,6/23/1965,S,F,Daisy16@Adventure-Works.Com,70000,,Bachelors,Professional,N
16182,MR.,LOUIS,SUN,4/21/1964,M,M,Louis7@Adventure-Works.Com,60000,3,Bachelors,Professional,Y
16183,MRS.,TANYA,CARLSON,11/4/1964,S,F,Tanya15@Adventure-Works.Com,60000,3,Bachelors,Professional,Y
16184,MRS.,CHRISTINE,SHE,6/6/1964,M,F,Christine0@Adventure-Works.Com,60000,4,Bachelors,Professional,Y
16185,MR.,GRANT,RAJI,12/13/1964,S,M,Grant23@Adventure-Works.Com,60000,4,Bachelors,Professional,Y
16186,MS.,BETHANY,RAJI,7/25/1974,S,F,Bethany2@Adventure-Works.Com,30000,,Partial College,Clerical,Y
16187,MR.,LOUIS,HU,8/17/1980,S,M,Louis15@Adventure-Works.Com,20000,,Partial High School,Manual,N
16188,MS.,TERESA,TORRES,4/5/1980,S,F,Teresa12@Adventure-Works.Com,20000,,Partial High School,Manual,N
16189,MS.,AMANDA,HUGHES,4/2/1979,M,F,Amanda32@Adventure-Works.Com,30000,,Partial College,Clerical,N
16190,MR.,LANCE,ALVAREZ,1/8/1979,S,M,Lance4@Adventure-Works.Com,30000,,Partial College,Clerical,N
16191,MS.,MARGARET,ZENG,3/18/1978,S,F,Margaret27@Adventure-Works.Com,30000,,High School,Manual,Y
16192,MS.,MARIE,LOPEZ,6/4/1978,S,F,Marie18@Adventure-Works.Com,30000,,High School,Manual,N
16193,MR.,VICTOR,RUBIO,6/20/1978,S,M,Victor21@Adventure-Works.Com,30000,,High School,Manual,N
16194,MS.,KATIE,DENG,9/16/1973,S,F,Katie4@Adventure-Works.Com,30000,,High School,Manual,N
16195,MS.,ABBY,PEREZ,4/12/1973,M,F,Abby18@Adventure-Works.Com,30000,,High School,Manual,N
16196,MR.,KURT,RAHEEM,10/21/1973,M,M,Kurt18@Adventure-Works.Com,40000,1,Bachelors,Skilled Manual,Y
16197,MS.,HEIDI,PRASAD,8/19/1972,S,F,Heidi11@Adventure-Works.Com,20000,,Partial High School,Manual,N
16198,MR.,ARTHUR,NAVARRO,10/13/1972,S,M,Arthur34@Adventure-Works.Com,30000,,High School,Manual,Y
16199,MR.,TERRENCE,XIE,8/18/1972,S,M,Terrence3@Adventure-Works.Com,40000,2,Partial College,Clerical,Y
16200,MS.,JULIA,EDWARDS,4/18/1971,S,F,Julia3@Adventure-Works.Com,10000,,Partial High School,Manual,N
16201,MR.,ROSS,MARTIN,9/6/1971,S,M,Ross21@Adventure-Works.Com,20000,,Partial High School,Manual,Y
16202,MR.,KENNETH,JAI,4/21/1971,S,M,Kenneth9@Adventure-Works.Com,30000,,High School,Manual,N
16203,MR.,WARREN,RAJE,5/4/1970,S,M,Warren3@Adventure-Works.Com,40000,2,Partial College,Clerical,Y
16204,MR.,TERRENCE,ANAND,4/13/1971,S,M,Terrence23@Adventure-Works.Com,40000,2,Partial College,Clerical,Y
16205,MRS.,MELANIE,SANDERS,4/1/1971,S,F,Melanie14@Adventure-Works.Com,40000,2,Partial College,Clerical,Y
16206,MRS.,CINDY,LEWIS,5/19/1971,S,F,Cindy21@Adventure-Works.Com,40000,2,Partial College,Clerical,Y
16207,MR.,JORDAN,SHAN,3/13/1971,S,M,Jordan27@Adventure-Works.Com,40000,2,Partial College,Clerical,Y
16208,,RUTH,CHANDRA,7/21/1971,S,NA,Ruth7@Adventure-Works.Com,40000,2,Partial College,Clerical,Y
16209,MS.,CAROLYN,ALVAREZ,3/18/1970,S,F,Carolyn26@Adventure-Works.Com,50000,,Graduate Degree,Skilled Manual,Y
16210,MRS.,OLIVIA,COOPER,3/12/1974,S,F,Olivia34@Adventure-Works.Com,40000,3,Partial College,Clerical,Y
16211,MR.,JESSE,ROBERTS,11/23/1974,S,M,Jesse28@Adventure-Works.Com,40000,3,Partial College,Clerical,Y
16212,MRS.,JACQUELINE,RIVERA,1/3/1930,M,F,Jacqueline41@Adventure-Works.Com,50000,1,Graduate Degree,Skilled Manual,Y
16213,MS.,KAYLEE,TURNER,5/16/1966,S,F,Kaylee26@Adventure-Works.Com,60000,,Graduate Degree,Skilled Manual,Y
16214,MR.,BRETT,FERNANDEZ,2/3/1966,M,M,Brett15@Adventure-Works.Com,60000,,Graduate Degree,Skilled Manual,Y
16215,MR.,THOMAS,TURNER,5/12/1966,M,M,Thomas42@Adventure-Works.Com,60000,,Graduate Degree,Skilled Manual,Y
16216,MR.,CHARLES,MITCHELL,9/27/1966,S,M,Charles39@Adventure-Works.Com,60000,,Graduate Degree,Skilled Manual,Y
16217,MS.,AMANDA,GONZALES,9/25/1966,S,F,Amanda38@Adventure-Works.Com,60000,,Graduate Degree,Skilled Manual,Y
16218,MRS.,JULIA,SIMMONS,10/4/1953,M,F,Julia81@Adventure-Works.Com,30000,1,Bachelors,Skilled Manual,Y
16219,MR.,ANGEL,SANDERS,11/22/1953,M,M,Angel2@Adventure-Works.Com,30000,1,Bachelors,Skilled Manual,Y
16220,MRS.,MEGAN,RUSSELL,7/6/1953,M,F,Megan67@Adventure-Works.Com,30000,1,Bachelors,Skilled Manual,Y
16221,MR.,DARREN,SAUNDERS,5/14/1953,M,M,Darren13@Adventure-Works.Com,30000,1,Bachelors,Skilled Manual,Y
16222,MR.,BRANDON,ANDERSON,12/18/1953,M,M,Brandon30@Adventure-Works.Com,30000,1,Bachelors,Skilled Manual,Y
16223,MR.,CARLOS,COLLINS,5/18/1953,M,M,Carlos28@Adventure-Works.Com,30000,1,Bachelors,Skilled Manual,Y
16224,MR.,JACOB,MARTINEZ,7/20/1953,M,M,Jacob13@Adventure-Works.Com,30000,1,Bachelors,Skilled Manual,Y
16225,MR.,WYATT,NELSON,10/12/1953,M,M,Wyatt38@Adventure-Works.Com,30000,1,Bachelors,Skilled Manual,Y
16226,MRS.,MARIA,BLUE,5/23/1953,M,F,Maria7@Adventure-Works.Com,30000,1,Partial College,Clerical,Y
16227,MR.,ERIC,LOPEZ,6/18/1954,M,M,Eric53@Adventure-Works.Com,30000,1,High School,Clerical,Y
16228,MR.,RAFAEL,ZHU,12/27/1955,M,M,Rafael15@Adventure-Works.Com,40000,1,Partial College,Clerical,Y
16229,MR.,WAYNE,CHANDE,5/20/1955,M,M,Wayne17@Adventure-Works.Com,40000,1,Partial College,Clerical,Y
16230,MR.,CRAIG,BLANCO,5/4/1955,M,M,Craig15@Adventure-Works.Com,40000,1,Partial College,Clerical,Y
16231,MRS.,DANA,MARTIN,11/9/1955,M,F,Dana16@Adventure-Works.Com,40000,1,Partial College,Clerical,Y
16232,MR.,CHASE,RICHARDSON,10/6/1955,M,M,Chase9@Adventure-Works.Com,40000,1,Partial College,Clerical,Y
16233,MRS.,REBECCA,KING,3/25/1955,S,F,Rebecca20@Adventure-Works.Com,80000,5,Graduate Degree,Skilled Manual,Y
16234,MR.,WYATT,MARTIN,5/7/1956,M,M,Wyatt15@Adventure-Works.Com,40000,1,Partial College,Clerical,Y
16235,MR.,SEBASTIAN,MORRIS,2/17/1956,M,M,Sebastian17@Adventure-Works.Com,40000,1,Partial College,Clerical,Y
16236,MR.,NICHOLAS,MARTINEZ,12/16/1956,M,M,Nicholas18@Adventure-Works.Com,40000,1,Partial College,Clerical,Y
16237,MRS.,ERIN,JAMES,1/12/1957,M,F,Erin12@Adventure-Works.Com,40000,1,Partial College,Clerical,Y
16238,MRS.,ANN,ARUN,12/2/1957,M,F,Ann12@Adventure-Works.Com,40000,1,Partial College,Clerical,Y
16239,MR.,GABRIEL,NELSON,12/1/1957,M,M,Gabriel40@Adventure-Works.Com,40000,1,Partial College,Clerical,Y
16240,MRS.,MADELINE,GREEN,2/15/1958,S,F,Madeline14@Adventure-Works.Com,80000,4,Graduate Degree,Skilled Manual,Y
16241,MRS.,ISABEL,BUTLER,10/8/1958,S,F,Isabel13@Adventure-Works.Com,80000,4,Graduate Degree,Skilled Manual,Y
16242,MRS.,MEGAN,GARCIA,2/24/1958,S,F,Megan19@Adventure-Works.Com,80000,4,Graduate Degree,Skilled Manual,Y
16243,MRS.,MARIA,JAMES,6/25/1958,S,F,Maria18@Adventure-Works.Com,80000,4,Graduate Degree,Skilled Manual,Y
16244,MR.,GREGORY,KUMAR,12/19/1958,M,M,Gregory12@Adventure-Works.Com,80000,4,Graduate Degree,Skilled Manual,Y
16245,MRS.,ALEXANDRA,GRIFFIN,9/25/1958,S,F,Alexandra42@Adventure-Works.Com,80000,4,Graduate Degree,Skilled Manual,Y
16246,MR.,LUCAS,SIMMONS,11/26/1958,S,M,Lucas63@Adventure-Works.Com,80000,4,Graduate Degree,Skilled Manual,Y
